category,city,hotelname,count,state,ratings,goods and bads,comment,,,,,,,,,,,,,,
"Hotels,Hotel",Freehold,Radisson Hotel Freehold,18,NJ,4,"The hotel itself was fine--accommodating and clean, and the room was spacious. I found the bed, however (a SleepNumber bed) very uncomfortable and couldn't manage to change the preset number. The restaurant was just so-so. The food wasn't very tasty. On the night we checked in I had a grilled chicken sandwich with roasted peppers and pesto that I thought would be really good--the sandwich was heavy on the roasted peppers but the pesto was almost non-existent. The following morning we had the buffet breakfast. It was a wonderful spread--fruits, cereal, eggs, potatoes, sausages, french toast sticks--but the pastries and french toast were stale and the eggs seemed very bland. On the plus side the waiter said that if we didn't want scrambled eggs we could have eggs made to order (we hadn't complained, he simply offered that). So I'm fine with the hotel in general (I admit the bed problem may be mine alone), but wish the restaurant was as good as the bed.","Nice hotel, good location",,,,,,,,,,,,,,
"Hotels,Hotel",Freehold,Radisson Hotel Freehold,18,NJ,4,We are having work done in our home and needed somewhere comfortable to stay that wasn't too far for my husband to commute to work and so I could get my daughter to school on time. Glad we chose the Raddison. It was comfortable and convenient.,Last minute stay,,,,,,,,,,,,,,
"Hotels,Hotel",Freehold,Radisson Hotel Freehold,18,NJ,5,My dad recently stayed at the Radisson Hotel in Freehold and was extremely pleased with the level of service. The front desk was extraordinarily helpful to him and the room was extremely clean and the bed was a Sleep Number bed - which he was raving about. He comes to Freehold to visit several times a year and will make... More,Wonderful hotel with fantastic service,,,,,,,,,,,,,,
"Hotels,Hotel",Freehold,Radisson Hotel Freehold,18,NJ,4,Great stay. Staff was good.,Great staff,,,,,,,,,,,,,,
"Hotels,Hotel",Freehold,Radisson Hotel Freehold,18,NJ,3,"I was on the ground floor. The slamming doors are horrible!! Woke me up all night, I am a very sound sleeper. Then the second night, there was a wedding. Talking, screaming, doors slamming all night until 4am. Then outside my window, people were gathering and also talking all night.",Don't go when there is a wedding!!,,,,,,,,,,,,,,
"Hotels,Hotel",Freehold,Radisson Hotel Freehold,18,NJ,4,Perfect location. Best option for sixflags great adventures,Best option if going to Sixflags,,,,,,,,,,,,,,
"Hotels,Hotel",Freehold,Radisson Hotel Freehold,18,NJ,5,The room had a very comfortable bed and a nice rain shower. The room was the perfect size and not too cramped. The fitness center was very nice. It had a lot of hand weights which is rare for a hotel gym. The food/drinks from the restaurant were great. The hotel overall is very clean and very convenient to shopping... More,One of the best hotels I have stayed at.,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,5,"Anyone that's looking for a great hotel chain with fantastic customer service, professional, great prices in Atlantic City New Jersey The Best Western Envoy is the place where you will feel right at home.Overall I only use Best Western Hotel/motels whenever I travel. Excellent breakfast, excellent rooms, amenities decor location Best Western Hotels should be your number one choice. Thank you for staying at Best Western Envoy Inn, Atlantic City NJ. We are thrill to hear that you really enjoyed your stay. Yes we have fresh waffles for breakfast along with hard boiled eggs, sausage, many more items. Thank you for your feedback. It means a lot to us.",Home Away from home.,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,"I booked this room for a concert my husband and I went to. We only needed the room one night but opted for the king suite. Rooms was great, breakfast was willing. You have to walk a little to get to places but if we could do it in the frigid AC air, anyone can. Highly reccomend!",Nice stay.,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,2,"Best Western on Pacific Ave Atlantic City NJ was dirty, bad section of town, in fear of our families safety. Never again, I always stay at Best Westerns , never a problem, but stay away from this one.",Don't stay Atlantic City NJ,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,1,"Service was terrible, could not get any one on the phone to ask questions, there was only one GSR in the lobby. the breakfast was cold, room was dirty, floor never vacuumed, only one bar of soap, only one set of towels of each size",Will never stay here again,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,"I wanted to stay overnight for the Air Show there were 600,000 people in AC, so I knew we would have to pay top dollar to stay anywhere. All the Casinos were booked and all the board walk properties were also booked with the exception of the 2 star Days Inn which wanted 280 per night. I decided to go for the best western 129 even though I had read some questionable reviews. We were suprised at how nice the hotel looked. It was clean nice tiled bathroom new looking carpet on hall floors and in the room. The AC in our room worked fine and was on when we got there. There was a nice sized frige, coffee machine and blow dryer. The halls were warm because windows were open (no AC on). We had a great complimentary breakfast in the morning including fresh make your own belgium waffels, bagles, pastries, muffins juices and coffee. Staff was friendly and helpful. Being a city girl I was definately on my guard walking the one long block from the boardwalk at night 1AM but it was well lit and had several clubs and resturants along the way. It is also centrally located to all the Casinos and the beach has a boardwalk entryway with a rinse off shower and public bathrooms.",best deal for the price,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,5,"Staff was very friendly and helpful!!! Good location, couple blocks from outlet shops and 3min walk to the beach and board walk. Neighborhood is not the best at night. But it is a good place to stay overall.",Very nice!!!,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,1,"This hotel had an ant problem, was extremely loud, we found hair on our towels, and someone else was given the key to our room at midnight. NEVER AGAIN! We stayed at several Best Westerns on our vacation, this was by far the WORST.",Beware,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,I was a little worried from the outside and the lobby but I was very happy with the room. The breakfast was nothing to write home about. The proximity to everything I wanted to do was good. I would stay again.,"Surprising very nice, clean and close to most things.",,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,"This best western is the next best thing to the casino maybe even equal comfort that's close to the boardwalk. I have been staying at this location for years. I even have a favorite room. They since have remodeled and it's really nice modern decor. It's generally inexpensive, but can sometimes be the same rate as the casinos because of its popularity. I always enjoy my stay and it's close to everything. One block from the boardwalk. There is a seven eleven across the street that has everything. There is a rite aid, liquor store, restaurants and laundromat few steps away. Highly recommend this location and nice staff in the lobby.",Comfortable and Cozy near the Boardwalk,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,"The hotel did not seem like it was in a good neighbourhood but the rooms were nice and comfortable. Breakfast was good but served in plastic plates and cutlery. The breakfast buffet had a nice choice of food, yoghurts and similar. The check in was easy and fast, staff was nice.",Good night sleep,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,"The outside of the hotel is not the most inviting. However, the rooms were very clean and the staff was very helpful. Other reviews say this hotel is not in the best area. No area of Atlantic City is really considered a great area in my opinion so don't let that dissuade you from staying at this hotel.",Pleasantly surprised,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,3,"Was looking for a clean place to crash for the night , had a business meeting the next day. There was an old, tenament building smell in the building. You can tell they try to keep it clean. We met some hookers outside congregating in front of the entrance.",One step above seedy,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,"I have stayed at this hotel many times and never a problem. Always have an enjoyable stay. The hotel is situated right near the boardwalk, the outlets to shop and the casinos of course all within walking distance and if you want to take the Jitney, the stop is right in front of the hotel.",Sharleen's Review,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,3,"We decided Saturday morning to go to A.C. for the night (from North Jersey)... looked online for a hotel that was reasonably close to boardwalk and casinos and priced below saturday night casino rates... this hotel fit that criteria... 2 blocks from boardwalk... essentially between resorts and ballys... good location (although other reviews are right about strip bars on street between boardwalk and hotel)... hotel is older and no frills - but clean, comfortable (air conditioner in our 4th floor room worked great), and certainly adequate... i would certainly recommend this hotel as a reasonably priced place to spend an overnight",No Complaints,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,3,"The room wasn't all that I was led to believe it was. According to Ali, it was the best room in the hotel and it was big and spacious enough to accommodate myself and my 4 friends. I was celebrating my birthday. The location in proximity to the boardwalk was good but the neighborhood was kind of shady. The room itself was pretty big but the beds were small (they were full-sized beds), what hotel still has those It's usually queen or king. With that being said, we were kind of uncomfortable sleeping two to a bed. The room itself didn't get that cool as the air only circulated in the area where the air conditioning was and didn't seem to distribute throughout the entire room.On a positive note, the night clerk, I believe his name was Mahadi was extremely accommodating and attentive and we as a group appreciated that.",My Stay HERE!,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,3,"The hotel room was decent and cute and clean! A non smoking floor as well which was nice since we had a baby with us or we would not have stayed there' We were passing through and chose the BW!The neighbourhood was sketchy as hell and we didn't feel like safest! When we got into the elevator-it sure smelt like someone just smoked a joint in there! ( not the hotels fault) Breakfast was ok, small room and super hot!bug a Nice lady working in there and helping out though! We slept well and had no issues",The hotel was alright,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,3,"We had two nights this month at the Envoy. Upon arrival we were not happy with front desk staff attitude, followed by getting a smoking room despite having booked non-smoking. On return to the desk they could only get us two doubles non-smoking although we were there 15 mins past 3pm and I am a Gold Elite BW member.Parking was good, secure and very handy.Later in the stay we experienced more rude front desk, and saw other guests experience it too.The remainder of hotel staff seemed friendly but spoke little English.Breakfast (included) was fine but they only would put out so much.... even though they had reserves and therefore one had to go very early if one wanted any choice.Location was fine - a block of the boardwalk - but nighttime ventures out showed the neighbourhood to be somewhat rough on the road to bettering maybeAC was ok which was good because it was hot!",Great location disappointing overall,,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,5,"spacious, clean room, relatively close to boardwalk, a 7eleven across the street... not prime location (you feel that Atlantic city is not in its best days), but good value (even with the charges for parking) as it is walking distance to boardwalk/beach and the room is nice","Nice room, good value",,,,,,,,,,,,,,
"Hotels,Lodging,Hotel",Atlantic City,Best Western Envoy Inn,19,NJ,4,"The rooms were comfy and big. Not many minutes from the boardwalk or city centre. On the negative side the surrounding area is a bit gritty, but that is a AC problem, so you really cant blame the hotel.",Nice rooms short way from the boardwalk,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,2,When first walking in the room had a very strong smell of cleaners! We were told that all the rooms had just been cleaned and would smell the same. We got woke up at 1:40am by prank calls. Maybe they need a makeover!,Smelly room with prank calls,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,3,"Close to port and airport. Next door is a McDonalds. Rooms are clean. Not recommended for a vacation place. You can drive to the restaurants, beach and shops . They cater to the pre and post cruisers and flyers. We had to catch a plane at 7am. and it was great for that. Thats about it.",Convenience,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,5,"Conveniently located near FLL airport, free airport transportation, shuttle provided. Free Breakfast and WiFi. Great Service. Definitely will use this service again and recommend to my friends and family. Also, close to food outlets.",Free airport shuttle to FLL airport,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,Shuttle drivers to and from FLL airport are dependable and professional. Very convenient and does not take long. Quoted reservation amount was less than actual charge and card was charged 3 times. Take with you breakfast was nice feature for early flight. McDonalds next door and shopping center a short walk.,convenient to FLL airport,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,We stayed at this location one night pre cruise. The air port shuttle was free and arrived fairly quickly. The check in was fast and the staff friendly. The room was clean and quiet. Breakfast was good with some hot foods. They provided a shuttle to the cruise port for a nominal fee. And we were able to get a... More,Cruise Port Motel,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,3,My family and I stayed here one night pre-cruise. I was only looking for a decent place to lay our heads for the night and I guess this fit the bill. I should've known what I was getting for the price but I was being optimistic. Cons: The room smelled musty and damp but I guess we got used to... More,Okay but nothing special,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,3,"My sister and I stayed only for one night. The room was clean and the beds were comfortable. The breakfast was appreciated because we had a 8:15am pick up to the airport, there wasn't anytime for us to go out for breakfast. The clerk called and reminded us of our pick up time",clean hotel near to airport and shopping,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,very happy with convenience of hotel and the shuttle provided to and from the airport. Slamming doors and yelling kids at 5 am was sleep disturbing but the only problem. Great German restaurant down the street,very convenient,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,3,"Nothing too remarkable about this location - it was good value, a good location (close to the cruise port) and had an adequate breakfast (although the breakfast room was overflowing with cruisers on the morning we were there...on Dec. 20, 2015...no surprise there!) We were even given a goody bag with chips and bottles of water when we arrived late... More",Pre-cruise stay,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,"Reception ok nothing to write home about Decor basic Wifi good given the basic hotel Beds good, ok sleep given time difference, given jet lag Noisy shower Noisy a/c Breakfast excellent compared to everything else Overall great given the cost of staying",Before we cruise,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,"This hotel was a really good selection for our late night flight arrival before a transatlantic cruise beginning the next day. Warm welcome, room was perfect, and rapid confirmation onto the separate cruise port shuttle the next day. Although extremely crowded, the staff was wonderful and handled the large volume of guests expertly. Morning free breakfast was quite good and... More",Excellent Choice for a Pre-Cruise visit,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,"I was satisfied for choosing Best Western. I try to always choose a Best Western because of there cost/ benefits of stay comparison. I feel that I get what I pay for and it is reasonable. I didn't expect a pool, so that was a surprise that I was grateful for, as well as my son.",Graduation Trip,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,"Hourly shuttle service to the airport. Very reasonable. Room was large, clean and comfortable. Return shuttle service took a little bit of a wait.",Airport hotel,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,3,"Rooms are clean with basic amenities, but very dated. Beds are comfortable, rooms are fairly quiet, but can definitely hear through the walls. Breakfast is very basic, but fresh. While it is not very close to an amenities, it is good for pre or post cruise stay. Hotel charges 8 per person for ride to cruise ship terminal",Good Hotel,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,3,Overnight stay to catch early flight to Barbados,Overnight before flight,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,5,"I was very pleased with this hotel. it was clean and near the airport which is where me and my husband for a flight our of Ft. Lauderdale the next morning. The front desk was helpful. Parking was very easy. And it was not far from the main attraction, Ft Lauderdale Beach. We would definitely stay again :)",Surprising!,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,4,"Hotel was very clean, nice amenities, friendly staff. However, the transportation company they partner with are less than honest. They sell you a round trip transportation to cruise port for 60, and then the hotel tries to charge an additional 32 to go to the port.","Nice Hotel, But Port Transportation Partner Dishonest",,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,5,"I have become a very loyal customer of Best Western in the last 2 years. This stay before and after my cruise the hotel just proved that I have not wasted my loyalty. Everything was clean, staff was friendly, pool was wonderful, etc... This is why I stay Best Western. They haven't let me down yet.",Always wonderful!,,,,,,,,,,,,,,
"Hotel,Lodging,Hotels,Hotels Motels",Fort Lauderdale,Best Western Fort Lauderdale Airport/Cruise Port,19,FL,5,This was a top tier Best Western Hotel. It is close to the airport and cruise terminal and offer free shuttle to and form the aid port and for a nominal fee to and from the Cruise terminal. Every thing was in working order and their free breakfast was as good as any free breakfast I have had at any... More,Great Property for a good price.,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,4,"Having been to Sedona a number of times, we've stayed in quite a few different hotels over the years. For our most recent trip (our first time with a baby), we wanted to stay somewhere within walking distance to town. Thankfully, we got a great deal at the Best Western Plus Arroyo, right in town. The hotel is right smack... More",Great Hotel With a View Right in Town,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,3,"We stayed in a Signature Plus room at Best Western for 379 or something ridiculous like that. I wanted an unobstructed view of the red rocks when waking up and falling asleep. I also wanted to be steps away from Uptown Sedona. Our desires for great view and great location were well met with a luxurious suite, quiet, and privacy.... More",Too pricey,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,We loved everything about the trip. Oak Creek Canyon was beautiful and Slide Rock was amazing! The hotel was great. We loved going out on the patio at night to drink tea and look at the shadows on the beautiful red rocks.,Vacation,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,"Well ran and very nicely maintained. Staff is friendly, helpful and knowledgeable. I enjoyed conversations with both the evening and day shift. Breakfast was well prepared and varied to suit different tastes. Location is good for walking to shops and driving up Oak Creek Canyon. Lots of little places to relax on the grounds. Beds were comfortable and the accessible... More",Well worth the money I would visit again,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,1,We paid 339.00 plus 50.00 tax for a room that faced a busy to lane road..plus the entrance to the hotel...and dumpster across the street. Not a the stunning view of Sedona. I was told that those rooms were another 30.00 more. I travel a lot and in all honesty this hotel...is trying to be something it is not. I... More,Shockingly overpriced.,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,"The hotel is in a great location, right on main street and walkable to a lot of shops, restaurants, etc. The hotel was nice, clean, comfortable. The staff was helpful, friendly and professional. To wake up and look at the red rocks (Snoopy Lucy) and others from our room was an extra treat.",Great stay in the red rocks,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,"Took daughter in law and two granddaughters ..great for families , fantastic breakfast, very nice staff . Location of room was really nice, beautiful view of the red mountains.central location for walking, shopping and dining.",Sedona,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,4,"Great location to visit Sedona. Hotel offers great views of the mountains all around the city and good facilities. Rooms are what you should expect from a hotel of this type. Being very central, you have very easy access to restaurants and shopping.",Comfortable and central for a Sedona trip,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,4,"I would give it an excellent rating only the villas are slightly dated and worn (but very clean.) But, aside from that, it's perfect. Fireplaces, views, full kitchen, walk to the creek, walk to uptown, clean and beautiful spa area with great attention to details. The staff is helpful and polite.",Perfect location!,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,3,"Based on the reviews from several sites regarding this Best Western, we expected a much nicer hotel. We are recent Best Western Reward members, so this is only our third BW experience (others were in CA and much nicer). Since we were in from PA for a family wedding in Sedona and staying 6 nights, we wanted to be uptown... More","Some positives, but disappointed in room.",,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,"Really liked this hotel. Check in was quick and easy. Room was clean, spacious and comfortable. Beds were comfortable and pillows were really good. Cleaning staff was great. Pool was awesome! What a view! Breakfast was really good. Every morning there was a different egg type dish. Really good! Parking was good too.",Great Hotel,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,We had originally planned to stay at a much more expensive hotel as I had never stayed at a BW before. This trip was the first my husband and I had taken without our children in 8 years so I wanted it to be nice. But I just couldn't stomach paying the amount of money that other hotel was asking... More,What a gem!,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,4,This is our second family reunion there and both times were wonderful. It was peaceful and beautiful. The courtyard had barbecue pits and the condos were well stocked. We sat on the patio most of the time and just visited. A marvelous place to stay when in a group. A little pricey but still a good time. Just off the... More,Family reunion,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,3,"Hotels.com messed up my reservation but the hotel was able to get me a room anyway. The location is good, right at the end of uptown Sedona so you can walk to shops and restaurants. However, it is really pricey and I don't think it warrants such a high price. Room was nice but nothing special. I would recommend staying... More",Great location but expensive,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,"The Best Western is a great hotel and right in the heart of Sedona! It's a quick walk to shops and restaurants. It's also a quick drive to various state parks, Cathedral Rock, Chapel of the Christ Church, etc. The hotel staff were great and the pool and other amenities (fitness center, game room, etc.)were fantastic. I highly recommend this... More",A Wonderful Stay,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,Amazing red rock views -- especially at sunset! Right in the heart of downtown Sedona -- everything is within walking distance! They also have condos that will accommodate families. Walk down to the creek at the back of the property! The views and sounds are very calming! Can't say enough good things about Sedona in general!!!,Great Location -- Amazing Views!,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,4,The hotel is great if you want a fantastic view from your balcony of the famous red rock formations for which Sedona is known for. The rooms are large and very comfortable. The hotel is clean and the staff friendly and helpful. The property is clean and within walking distance of the many nice restaurants in Sedona. The only feature... More,Great View of the Red Formations from your room,,,,,,,,,,,,,,
"Hotels and motels,Resorts,Budget Hotels,Travel and Tourism,Lodging,Luxury Hotels,Family-friendly Hotels,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",Sedona,Best Western Plus Arroyo Roble Hotel & Creekside Villas,19,AZ,5,"We travel to Sedona for one week every year and have tried a number of luxury hotels (including L'Auberge). This is now our favorite!! We had a 2 bedroom creekside condo. The bottom floor had a large living room with a pull-out couch (and room darkening shades) and a large TV, full kitchen and half bath. There was also a... More",Perfection ... and a Great Deal Too,,,,,,,,,,,,,,
